bikeid,CountOfRenting,SumOfRentedTime,AverageRentTime
42119,102,46709,457.93137254902
42144,86,46637,542.290697674419
42116,86,46620,542.093023255814
42422,85,46535,547.470588235294
42259,65,46376,713.476923076923
42109,96,46366,482.979166666667
42477,72,46334,643.527777777778
42240,72,46310,643.194444444444
42172,92,46194,502.108695652174
31921,87,46104,529.931034482759
42415,65,46089,709.061538461539
26734,89,46079,517.741573033708
42209,78,46031,590.141025641026
42328,53,46024,868.377358490566
42167,80,46002,575.025
42136,82,45960,560.487804878049
42601,81,45879,566.407407407407
42343,90,45878,509.755555555556
42151,69,45800,663.768115942029
42365,87,45589,524.011494252874
42138,81,45544,562.271604938272
31741,102,45529,446.362745098039
42248,62,45431,732.758064516129
31736,95,45394,477.831578947369
42531,68,45209,664.838235294118
42214,75,45205,602.733333333333
42306,101,45028,445.821782178218
42389,96,44980,468.541666666667
31746,81,44937,554.777777777778
31948,76,44877,590.486842105263
42462,71,44775,630.633802816901
31913,71,44690,629.43661971831
42329,97,44675,460.567010309278
42418,71,44643,628.774647887324
42342,86,44602,518.627906976744
42360,80,44600,557.5
42125,83,44434,535.349397590362
42356,95,44397,467.336842105263
42507,67,44339,661.776119402985
24892,69,44150,639.855072463768
42361,86,44106,512.860465116279
42216,75,44011,586.813333333333
42455,65,44003,676.969230769231
42478,96,43993,458.260416666667
24844,82,43891,535.256097560976
42452,76,43847,576.934210526316
32116,73,43799,599.986301369863
42400,68,43653,641.955882352941
42603,79,43598,551.873417721519
42484,103,43570,423.009708737864
42308,77,43453,564.324675324675
35377,72,43434,603.25
42288,75,43426,579.013333333333
42580,82,43323,528.329268292683
42615,93,43084,463.268817204301
31945,92,43072,468.173913043478
27728,98,42948,438.244897959184
27692,47,42798,910.595744680851
42527,82,42641,520.012195121951
42192,81,42632,526.320987654321
42515,75,42565,567.533333333333
29978,73,42526,582.547945205479
42383,74,42443,573.554054054054
31815,90,42370,470.777777777778
31871,86,42363,492.593023255814
42332,94,42243,449.393617021277
31734,77,42158,547.506493506494
42583,30,42013,1400.43333333333
42275,57,41968,736.280701754386
42500,74,41959,567.013513513514
42416,75,41930,559.066666666667
28956,73,41876,573.643835616438
31676,84,41769,497.25
28918,86,41665,484.476744186047
15561,76,41649,548.013157894737
42392,81,41600,513.58024691358
32692,48,41381,862.104166666667
30843,98,41378,422.224489795918
42252,78,41370,530.384615384615
42524,102,41344,405.333333333333
42357,71,41168,579.830985915493
21610,56,41030,732.678571428571
31905,87,40855,469.597701149425
33678,42,40685,968.690476190476
42614,83,40579,488.903614457831
42399,92,40578,441.065217391304
42387,73,40549,555.465753424658
18582,51,40390,791.960784313726
42543,73,40365,552.945205479452
31770,59,40211,681.542372881356
42458,88,40143,456.170454545455
42231,80,40106,501.325
29356,82,40033,488.207317073171
42402,62,40020,645.483870967742
31703,62,40017,645.435483870968
42591,62,40013,645.370967741936
42135,74,39976,540.216216216216
42489,84,39960,475.714285714286
31957,78,39947,512.141025641026
42413,76,39862,524.5
31685,77,39822,517.168831168831
42634,69,39819,577.086956521739
42481,70,39782,568.314285714286
31749,71,39777,560.239436619718
30575,26,39731,1528.11538461538
42464,53,39731,749.641509433962
42482,85,39586,465.717647058824
42169,57,39567,694.157894736842
42320,63,39565,628.015873015873
19363,64,39418,615.90625
42435,56,39343,702.553571428572
31745,80,39292,491.15
42163,92,39190,425.978260869565
42434,41,39152,954.926829268293
42289,81,39098,482.691358024691
42492,79,39068,494.53164556962
16703,97,38972,401.773195876289
42516,82,38899,474.378048780488
42404,75,38880,518.4
42396,56,38843,693.625
42175,72,38841,539.458333333333
42423,75,38841,517.88
42293,80,38832,485.4
42257,90,38788,430.977777777778
27241,67,38752,578.388059701493
33655,62,38748,624.967741935484
42145,70,38645,552.071428571429
42260,51,38582,756.509803921569
31876,68,38508,566.294117647059
42315,76,38472,506.21052631579
27765,56,38427,686.196428571429
42463,73,38373,525.657534246575
31724,61,38167,625.688524590164
42439,68,38153,561.073529411765
42473,76,38149,501.96052631579
26959,72,38116,529.388888888889
33744,83,38000,457.831325301205
42593,64,37963,593.171875
42585,64,37799,590.609375
42417,66,37788,572.545454545455
42581,37,37783,1021.16216216216
42393,77,37780,490.649350649351
31919,63,37768,599.492063492064
42191,77,37617,488.532467532468
42534,54,37554,695.444444444444
42271,65,37504,576.984615384615
42443,46,37389,812.804347826087
33637,68,37377,549.661764705882
21034,45,37303,828.955555555556
31757,73,37245,510.205479452055
42323,65,37225,572.692307692308
18566,49,37126,757.673469387755
42287,78,37078,475.358974358974
31707,81,37062,457.555555555556
42245,67,36974,551.850746268657
32046,62,36971,596.306451612903
42487,85,36957,434.788235294118
42457,66,36866,558.575757575758
31916,65,36772,565.723076923077
31723,79,36743,465.101265822785
42159,51,36691,719.43137254902
42225,69,36630,530.869565217391
42525,71,36623,515.816901408451
42170,76,35932,472.789473684211
31408,64,35835,559.921875
25502,74,35790,483.648648648649
31679,73,35705,489.109589041096
42517,63,35674,566.253968253968
16803,40,35592,889.8
42307,55,35551,646.381818181818
42454,73,35273,483.191780821918
40851,30,35113,1170.43333333333
31883,66,35023,530.651515151515
42118,46,34899,758.673913043478
39363,66,34751,526.530303030303
42544,60,34704,578.4
31692,54,34634,641.37037037037
31443,69,34610,501.594202898551
42268,84,34585,411.72619047619
42202,70,34441,492.014285714286
26437,58,34403,593.155172413793
29039,55,34393,625.327272727273
27008,67,34367,512.940298507463
42471,61,34303,562.344262295082
31696,69,34297,497.057971014493
31922,78,34107,437.269230769231
42346,68,34086,501.264705882353
28392,53,34080,643.018867924528
42501,77,34057,442.298701298701
42384,50,33952,679.04
21399,41,33910,827.073170731707
21625,54,33846,626.777777777778
42375,57,33814,593.228070175439
26154,68,33627,494.514705882353
31806,19,33600,1768.42105263158
29091,67,33570,501.044776119403
42569,43,33443,777.744186046512
42131,82,33338,406.560975609756
31930,62,33233,536.016129032258
42440,56,33217,593.160714285714
18533,30,33209,1106.96666666667
27997,80,33152,414.4
42600,72,32966,457.861111111111
42226,75,32924,438.986666666667
42596,83,32923,396.66265060241
42348,51,32908,645.254901960784
42283,61,32902,539.377049180328
42300,30,32796,1093.2
40092,49,32571,664.714285714286
42552,48,32562,678.375
14977,49,32528,663.836734693878
42206,61,32475,532.377049180328
42485,58,32462,559.689655172414
19473,57,32388,568.21052631579
42548,45,32240,716.444444444444
33815,53,32094,605.547169811321
26816,57,31920,560
42374,61,31879,522.606557377049
42333,41,31712,773.463414634146
42324,74,31680,428.108108108108
42533,55,31626,575.018181818182
42377,81,31387,387.493827160494
31844,55,31376,570.472727272727
42301,64,31353,489.890625
42316,61,30913,506.770491803279
17680,44,30836,700.818181818182
42597,60,30750,512.5
31730,64,30710,479.84375
31928,59,30551,517.813559322034
42339,91,30409,334.164835164835
42561,52,30263,581.980769230769
31881,64,30181,471.578125
31699,69,30077,435.898550724638
42232,58,30053,518.155172413793
42190,55,30015,545.727272727273
42295,54,29917,554.018518518519
42460,33,29861,904.878787878788
31863,69,29651,429.724637681159
42555,68,29627,435.691176470588
30598,53,29540,557.358490566038
27580,13,29500,2269.23076923077
31852,46,29490,641.086956521739
42149,60,29443,490.716666666667
42398,63,29385,466.428571428572
42635,69,29268,424.173913043478
42570,26,28825,1108.65384615385
42493,66,28796,436.30303030303
42610,56,28656,511.714285714286
35124,36,28638,795.5
15665,45,28439,631.977777777778
41539,45,28301,628.911111111111
42436,44,28298,643.136363636364
16895,67,28274,422
42636,50,28253,565.06
42286,57,28247,495.561403508772
31624,53,28171,531.528301886792
32062,50,28068,561.36
41769,54,27898,516.62962962963
18682,54,27740,513.703703703704
28883,55,27525,500.454545454546
42372,61,27479,450.475409836066
34311,54,27387,507.166666666667
42405,54,27376,506.962962962963
42475,69,27279,395.347826086957
15814,32,26976,843
41356,23,26931,1170.91304347826
29360,39,26893,689.564102564103
42414,43,26782,622.837209302326
25852,45,26283,584.066666666667
42319,53,26157,493.528301886793
42386,57,26081,457.561403508772
33601,44,25931,589.340909090909
20598,34,25680,755.294117647059
42505,53,25532,481.735849056604
29931,32,25486,796.4375
42629,55,25389,461.618181818182
17489,27,25256,935.407407407407
42437,54,25205,466.759259259259
31824,39,25113,643.923076923077
33070,10,25019,2501.9
28636,33,24987,757.181818181818
15114,47,24934,530.510638297872
42441,43,24870,578.372093023256
28045,31,24863,802.032258064516
16528,39,24732,634.153846153846
30607,27,24705,915
30568,43,24613,572.395348837209
42449,54,24508,453.851851851852
42448,43,24425,568.023255813954
42607,57,24158,423.824561403509
42139,50,24042,480.84
42456,38,24017,632.026315789474
18416,40,23982,599.55
30842,49,23937,488.510204081633
31821,34,23924,703.647058823529
42625,69,23559,341.434782608696
15854,46,23437,509.5
18133,38,23402,615.842105263158
14991,43,23293,541.697674418605
42465,34,23291,685.029411764706
14556,34,23267,684.323529411765
25351,36,23251,645.861111111111
31924,43,23176,538.976744186047
42565,40,23085,577.125
33068,45,23060,512.444444444444
31837,49,23041,470.224489795918
42453,51,22909,449.196078431373
42395,36,22904,636.222222222222
42355,48,22672,472.333333333333
31906,46,22667,492.760869565217
27258,47,22620,481.276595744681
40368,49,22601,461.244897959184
27956,41,22239,542.414634146341
26637,44,22152,503.454545454545
24822,36,21834,606.5
41227,31,21755,701.774193548387
15162,21,21754,1035.90476190476
42243,46,21580,469.130434782609
42105,49,21337,435.448979591837
42573,42,21104,502.476190476191
42334,30,20973,699.1
30386,46,20899,454.326086956522
30560,43,20806,483.860465116279
27822,38,20755,546.184210526316
42616,35,20604,588.685714285714
27550,25,20528,821.12
18968,21,20329,968.047619047619
19976,25,20310,812.4
30532,42,20181,480.5
16482,33,20035,607.121212121212
31810,49,19963,407.408163265306
22467,59,19930,337.796610169492
31720,49,19909,406.30612244898
15567,31,19826,639.548387096774
26466,51,19764,387.529411764706
42537,34,19728,580.235294117647
16824,23,19682,855.739130434783
25116,27,19584,725.333333333333
16813,39,19546,501.179487179487
32427,52,19438,373.807692307692
17098,61,19230,315.245901639344
38563,22,19117,868.954545454545
41097,30,19110,637
28731,33,19090,578.484848484849
29773,51,18938,371.333333333333
20068,43,18727,435.511627906977
18249,18,18674,1037.44444444444
27606,14,18644,1331.71428571429
31758,43,18448,429.023255813954
19977,22,18388,835.818181818182
20242,32,18364,573.875
27278,26,18214,700.538461538462
42351,32,18021,563.15625
25603,1,18004,18004
15158,35,17924,512.114285714286
42579,29,17894,617.034482758621
31426,22,17812,809.636363636364
18414,9,17760,1973.33333333333
15582,12,17689,1474.08333333333
16889,40,17647,441.175
15385,32,17595,549.84375
39059,11,17523,1593
42378,14,17523,1251.64285714286
42277,45,17481,388.466666666667
26736,19,17355,913.421052631579
35009,37,17205,465
42519,41,17174,418.878048780488
32436,19,17071,898.473684210526
31775,32,17041,532.53125
41913,14,16999,1214.21428571429
15384,22,16928,769.454545454546
42622,29,16876,581.931034482759
41406,34,16854,495.705882352941
28795,25,16750,670
21648,13,16712,1285.53846153846
18893,23,16660,724.347826086957
27011,38,16497,434.131578947368
29567,32,16486,515.1875
42379,37,16339,441.594594594595
40063,17,16296,958.588235294118
31660,39,16053,411.615384615385
38231,37,15573,420.891891891892
15271,28,15322,547.214285714286
31740,30,15181,506.033333333333
21274,33,15058,456.30303030303
18834,17,15045,885
38392,25,15043,601.72
30057,40,14890,372.25
28771,39,14740,377.948717948718
39152,22,14737,669.863636363636
38063,28,14629,522.464285714286
18216,26,14625,562.5
18251,16,14581,911.3125
14793,18,14509,806.055555555556
31748,38,14501,381.605263157895
40790,9,14497,1610.77777777778
42498,36,14310,397.5
34183,12,14203,1183.58333333333
34354,31,14178,457.354838709678
35652,15,13992,932.8
20897,7,13970,1995.71428571429
27836,22,13962,634.636363636364
19825,34,13936,409.882352941176
26036,32,13866,433.3125
29386,19,13836,728.21052631579
35023,15,13512,900.8
32287,38,13333,350.868421052632
41685,10,13326,1332.6
26806,26,13314,512.076923076923
25963,10,13242,1324.2
42140,34,13200,388.235294117647
28025,16,13018,813.625
17533,25,12942,517.68
24967,11,12926,1175.09090909091
31805,11,12752,1159.27272727273
18885,22,12724,578.363636363636
26449,13,12626,971.230769230769
15299,17,12555,738.529411764706
25079,22,12510,568.636363636364
42262,31,12288,396.387096774194
42461,31,12209,393.838709677419
21326,26,12117,466.038461538462
38305,23,12107,526.391304347826
33060,27,11968,443.259259259259
27641,24,11864,494.333333333333
16215,14,11453,818.071428571429
15444,15,11279,751.933333333333
16436,10,11267,1126.7
29081,15,11093,739.533333333333
21057,24,11031,459.625
24641,14,11011,786.5
42179,23,10986,477.652173913044
40517,7,10971,1567.28571428571
26348,14,10861,775.785714285714
34038,15,10829,721.933333333333
19318,26,10798,415.307692307692
27638,12,10636,886.333333333333
16296,30,10565,352.166666666667
20783,17,10553,620.764705882353
39463,27,10535,390.185185185185
28159,30,10520,350.666666666667
20694,30,10432,347.733333333333
25286,17,10334,607.882352941177
15320,14,10224,730.285714285714
29017,19,10183,535.947368421053
40976,14,10158,725.571428571429
24485,7,10154,1450.57142857143
20767,23,10149,441.260869565217
27743,29,10065,347.068965517241
14792,22,9916,450.727272727273
14967,6,9859,1643.16666666667
26840,24,9625,401.041666666667
17685,17,9613,565.470588235294
18232,11,9604,873.090909090909
40469,7,9578,1368.28571428571
27808,8,9377,1172.125
27539,19,9351,492.157894736842
27818,18,9305,516.944444444444
20941,8,9125,1140.625
26597,5,9087,1817.4
15250,13,8881,683.153846153846
21215,18,8867,492.611111111111
21491,20,8746,437.3
20248,14,8690,620.714285714286
42624,15,8642,576.133333333333
21336,13,8459,650.692307692308
39322,11,8442,767.454545454546
18825,21,8405,400.238095238095
17502,17,8276,486.823529411765
34158,11,8210,746.363636363636
15975,22,8198,372.636363636364
27185,9,8166,907.333333333333
15947,26,8126,312.538461538462
16357,16,8022,501.375
33887,7,7976,1139.42857142857
26079,23,7857,341.608695652174
24504,10,7856,785.6
42222,20,7812,390.6
27999,17,7802,458.941176470588
15363,9,7625,847.222222222222
16590,11,7621,692.818181818182
28543,14,7598,542.714285714286
20218,18,7535,418.611111111111
17285,13,7445,572.692307692308
16648,18,7442,413.444444444445
29964,17,7409,435.823529411765
17273,14,7404,528.857142857143
19829,9,7380,820
20041,15,7371,491.4
42588,24,7325,305.208333333333
17381,18,7297,405.388888888889
38454,11,7031,639.181818181818
24860,6,7026,1171
27228,17,6987,411
14863,10,6937,693.7
32239,13,6919,532.230769230769
41001,10,6818,681.8
30030,12,6568,547.333333333333
24522,10,6464,646.4
19239,15,6438,429.2
28143,5,6408,1281.6
34676,10,6392,639.2
42207,12,6387,532.25
15670,10,6158,615.8
42345,9,6090,676.666666666667
19999,5,6001,1200.2
20000,11,5977,543.363636363636
16411,9,5840,648.888888888889
32878,13,5833,448.692307692308
19366,3,5830,1943.33333333333
19832,18,5785,321.388888888889
34292,13,5758,442.923076923077
18848,5,5742,1148.4
19853,7,5728,818.285714285714
38358,6,5663,943.833333333333
34791,10,5650,565
20085,7,5626,803.714285714286
19151,10,5580,558
38511,8,5546,693.25
25292,7,5532,790.285714285714
24398,6,5384,897.333333333333
42304,17,5303,311.941176470588
28037,5,5257,1051.4
18388,4,5169,1292.25
40971,15,5148,343.2
24455,5,5134,1026.8
14716,3,5070,1690
42294,15,4964,330.933333333333
32356,9,4951,550.111111111111
30267,1,4928,4928
15021,9,4904,544.888888888889
19802,18,4873,270.722222222222
42530,8,4872,609
21419,16,4804,300.25
16974,14,4788,342
19472,7,4737,676.714285714286
32648,9,4732,525.777777777778
29632,6,4731,788.5
28379,8,4723,590.375
24631,3,4547,1515.66666666667
25520,8,4512,564
28081,6,4480,746.666666666667
18734,4,4458,1114.5
25797,7,4408,629.714285714286
32077,8,4378,547.25
18345,13,4363,335.615384615385
28425,8,4287,535.875
15727,9,4255,472.777777777778
35283,8,4235,529.375
18570,2,4130,2065
20683,14,4097,292.642857142857
25277,10,4091,409.1
24474,8,4065,508.125
21106,1,4046,4046
15942,10,3982,398.2
17020,7,3896,556.571428571429
33353,8,3886,485.75
35248,8,3876,484.5
17976,6,3857,642.833333333333
20654,5,3842,768.4
19403,8,3787,473.375
17315,15,3747,249.8
38759,5,3671,734.2
28547,4,3574,893.5
25904,4,3563,890.75
21460,7,3469,495.571428571429
28862,4,3451,862.75
18853,4,3322,830.5
24501,10,3312,331.2
26082,6,3278,546.333333333333
14956,5,3262,652.4
27504,3,3232,1077.33333333333
24624,4,3162,790.5
16497,12,3147,262.25
15417,4,3104,776
21474,9,3078,342
24473,6,3078,513
24520,2,3065,1532.5
18026,2,3053,1526.5
21133,3,3044,1014.66666666667
33097,6,3035,505.833333333333
19327,6,3004,500.666666666667
27705,5,2991,598.2
42253,7,2932,418.857142857143
20217,1,2921,2921
16839,9,2897,321.888888888889
34146,6,2891,481.833333333333
29008,9,2860,317.777777777778
24478,7,2849,407
24659,3,2842,947.333333333333
24675,6,2829,471.5
33456,5,2765,553
20576,5,2737,547.4
28519,2,2722,1361
14945,6,2678,446.333333333333
39523,10,2671,267.1
16768,4,2650,662.5
18408,4,2633,658.25
32750,4,2631,657.75
21242,5,2609,521.8
26790,10,2607,260.7
27986,6,2592,432
28716,7,2587,369.571428571429
14697,11,2572,233.818181818182
17260,6,2556,426
31869,2,2464,1232
39206,3,2437,812.333333333333
21239,7,2402,343.142857142857
35358,2,2400,1200
16312,5,2324,464.8
19418,5,2310,462
18357,6,2295,382.5
24518,5,2273,454.6
38675,1,2261,2261
24978,7,2257,322.428571428571
24470,1,2245,2245
20835,6,2234,372.333333333333
38937,4,2233,558.25
18535,5,2188,437.6
34155,1,2123,2123
21412,7,2008,286.857142857143
41498,2,1958,979
15387,4,1922,480.5
31263,1,1910,1910
24573,4,1903,475.75
21562,4,1889,472.25
17619,5,1857,371.4
39591,2,1829,914.5
20543,1,1795,1795
25150,5,1769,353.8
17432,6,1766,294.333333333333
24541,1,1702,1702
27626,1,1688,1688
31602,5,1667,333.4
19989,4,1645,411.25
15331,4,1573,393.25
24409,1,1548,1548
24688,1,1483,1483
30333,3,1463,487.666666666667
40950,3,1457,485.666666666667
14578,3,1432,477.333333333333
20046,5,1418,283.6
42491,2,1417,708.5
24713,4,1409,352.25
27574,2,1403,701.5
25730,2,1396,698
21656,2,1361,680.5
18541,4,1334,333.5
20015,5,1327,265.4
24550,2,1264,632
24516,2,1254,627
31129,4,1235,308.75
20994,2,1174,587
16584,2,1151,575.5
18512,3,1151,383.666666666667
24687,1,1121,1121
19421,3,1108,369.333333333333
28982,3,1067,355.666666666667
26832,2,1029,514.5
31472,1,1026,1026
26649,4,1015,253.75
14529,3,1012,337.333333333333
34664,1,997,997
18545,2,982,491
24549,3,966,322
24460,3,956,318.666666666667
24907,2,906,453
42284,1,874,874
16218,1,871,871
19265,2,858,429
20778,1,848,848
27468,1,843,843
32125,4,836,209
29757,1,824,824
15345,1,789,789
30501,1,778,778
21124,1,772,772
38059,3,761,253.666666666667
24695,2,756,378
27499,3,745,248.333333333333
21292,1,722,722
24615,2,701,350.5
24648,1,698,698
17111,4,696,174
39236,2,663,331.5
31670,1,658,658
26146,2,655,327.5
32346,3,618,206
21310,1,579,579
16326,2,549,274.5
28579,3,545,181.666666666667
20083,2,535,267.5
28804,3,508,169.333333333333
17348,2,504,252
26752,1,487,487
24677,2,464,232
24681,1,451,451
24471,1,417,417
21513,1,414,414
24433,1,359,359
24463,1,352,352
19354,1,346,346
16032,1,340,340
24377,1,340,340
32588,1,311,311
24608,1,295,295
24649,1,278,278
15035,1,271,271
18292,1,263,263
17004,1,261,261
25415,1,247,247
18621,1,214,214
24406,1,185,185
24690,1,183,183
19637,1,167,167
24461,1,162,162
20823,1,156,156
24513,1,153,153
