"","stationId","stationName","latitude","longitude","under20","under40","under60","under80"
"1","116","W 17 St & 8 Ave",40.74178,-74.0015,47,5825,2602,359
"2","119","Park Ave & St Edwards St",40.69608941,-73.97803415,17,265,305,6
"3","120","Lexington Ave & Classon Ave",40.68676793,-73.95928168,4,502,347,30
"4","127","Barrow St & Hudson St",40.73172428,-74.00674436,3,4832,3328,586
"5","128","MacDougal St & Prince St",40.72710258,-74.00297088,74,7312,3428,469
"6","143","Clinton St & Joralemon St",40.69239502,-73.99337909,10,2533,2602,253
"7","144","Nassau St & Navy St",40.69839895,-73.98068914,10,1053,563,42
"8","146","Hudson St & Reade St",40.71625008,-74.0091059,6,2420,1868,497
"9","150","E 2 St & Avenue C",40.7208736,-73.98085795,113,1567,1130,128
"10","151","Cleveland Pl & Spring St",40.722103786686,-73.997249007225,5,7232,3834,568
"11","157","Henry St & Atlantic Ave",40.69089272,-73.99612349,1,884,755,141
"12","161","LaGuardia Pl & W 3 St",40.72917025,-73.99810231,20,4314,1646,341
"13","164","E 47 St & 2 Ave",40.75323098,-73.97032517,5,5316,4505,508
"14","167","E 39 St & 3 Ave",40.7489006,-73.97604882,7,7418,3610,845
"15","168","W 18 St & 6 Ave",40.73971301,-73.99456405,34,10125,4788,1165
"16","173","Broadway & W 49 St",40.7606832709659,-73.9845272898674,8,9240,6746,1065
"17","174","E 25 St & 1 Ave",40.7381765,-73.97738662,99,3740,2343,710
"18","195","Liberty St & Broadway",40.70905623,-74.01043382,27,5953,3871,781
"19","2000","Front St & Washington St",40.70255088,-73.98940236,11,3732,2225,183
"20","2002","Wythe Ave & Metropolitan Ave",40.716887,-73.963198,6,3720,1505,53
"21","2003","1 Ave & E 18 St",40.7338121919663,-73.9805442094803,14,3096,1642,386
"22","2005","Railroad Ave & Kay Ave",40.70531194,-73.97100056,37,239,126,60
"23","2006","Central Park S & 6 Ave",40.76590936,-73.97634151,25,5279,5079,1016
"24","2008","Little West St & 1 Pl",40.70569254,-74.01677685,33,2539,2820,617
"25","2009","Catherine St & Monroe St",40.71117444,-73.99682619,13,876,932,301
"26","2012","E 27 St & 1 Ave",40.739445,-73.976806,5,5873,3272,954
"27","2017","E 43 St & 2 Ave",40.75022392,-73.97121414,6,2537,2763,398
"28","2021","W 45 St & 8 Ave",40.75929124,-73.98859651,8,2133,1751,456
"29","2022","E 60 St & York Ave",40.759107,-73.959223,3,794,948,159
"30","2023","E 55 St & Lexington Ave",40.75968085,-73.97031366,0,2667,2271,351
"31","212","W 16 St & The High Line",40.74334935,-74.00681753,5,8128,3980,451
"32","216","Columbia Heights & Cranberry St",40.70037867,-73.99548059,4,244,331,92
"33","217","Old Fulton St",40.70277159,-73.99383605,21,2828,2387,302
"34","223","W 13 St & 7 Ave",40.73781509,-73.99994661,17,3811,2271,660
"35","224","Spruce St & Nassau St",40.71146364,-74.00552427,13,2248,1496,444
"36","228","E 48 St & 3 Ave",40.7546011026,-73.971878855,0,4945,2851,277
"37","229","Great Jones St",40.72743423,-73.99379025,8,8351,3164,661
"38","236","St Marks Pl & 2 Ave",40.7284186,-73.98713956,6,2442,1292,360
"39","237","E 11 St & 2 Ave",40.73047309,-73.98672378,9,2530,1642,199
"40","238","Bank St & Washington St",40.7361967,-74.00859207,17,1407,1083,265
"41","239","Willoughby St & Fleet St",40.69196566,-73.9813018,19,3444,2021,195
"42","241","DeKalb Ave & S Portland Ave",40.68981035,-73.97493121,8,1682,1006,59
"43","242","Carlton Ave & Flushing Ave",40.697787,-73.973736,0,1492,919,97
"44","243","Fulton St & Rockwell Pl",40.688226,-73.979382,2,1845,1030,136
"45","244","Willoughby Ave & Hall St",40.69196035,-73.96536851,2,751,617,23
"46","245","Myrtle Ave & St Edwards St",40.69327018,-73.97703874,2,525,591,68
"47","247","Perry St & Bleecker St",40.73535398,-74.00483091,1,1141,840,166
"48","248","Laight St & Hudson St",40.72185379,-74.00771779,0,1376,1001,84
"49","249","Harrison St & Hudson St",40.71870987,-74.0090009,3,2449,1177,295
"50","250","Lafayette St & Jersey St",40.72456,-73.99565,7,1435,613,140
"51","251","Mott St & Prince St",40.72317958,-73.99480012,7,4487,2232,399
"52","252","MacDougal St & Washington Sq",40.73226398,-73.99852205,6,2673,1219,263
"53","254","W 11 St & 6 Ave",40.73532427,-73.99800419,13,3072,1969,419
"54","257","Lispenard St & Broadway",40.71939226,-74.00247214,26,6016,2806,295
"55","258","DeKalb Ave & Vanderbilt Ave",40.68940747,-73.96885458,13,709,646,58
"56","259","South St & Whitehall St",40.70122128,-74.01234218,35,3232,2548,496
"57","260","Broad St & Bridge St",40.70365182,-74.01167797,23,2353,1657,283
"58","261","Johnson St & Gold St",40.69474881,-73.98362464,3,1194,749,116
"59","262","Washington Park",40.6917823,-73.9737299,0,508,449,49
"60","264","Maiden Ln & Pearl St",40.70706456,-74.00731853,2,2727,1556,295
"61","265","Stanton St & Chrystie St",40.72229346,-73.99147535,12,2539,1556,306
"62","266","Avenue D & E 8 St",40.72368361,-73.97574813,15,918,583,91
"63","267","Broadway & W 36 St",40.75097711,-73.98765428,3,2148,1419,391
"64","268","Howard St & Centre St",40.71910537,-73.99973337,8,4434,2306,459
"65","270","Adelphi St & Myrtle Ave",40.69308257,-73.97178913,14,732,539,21
"66","274","Lafayette Ave & Fort Greene Pl",40.68691865,-73.976682,66,1410,1408,113
"67","275","Washington Ave & Greene Ave",40.68650065,-73.96563307,2,550,491,57
"68","276","Duane St & Greenwich St",40.71748752,-74.0104554,2,1676,1415,423
"69","278","Concord St & Bridge St",40.69766564,-73.98476437,3,732,496,79
"70","279","Peck Slip & Front St",40.707873,-74.00167,12,2575,2403,283
"71","280","E 10 St & 5 Ave",40.73331967,-73.99510132,19,2967,1836,422
"72","281","Grand Army Plaza & Central Park S",40.7643971,-73.97371465,23,9269,9759,1556
"73","282","Kent Ave & S 11 St",40.7076449441757,-73.9684152603149,0,1353,781,70
"74","284","Greenwich Ave & 8 Ave",40.73902,-74.00264,11,5775,2749,438
"75","285","Broadway & E 14 St",40.73454567,-73.99074142,54,11482,5050,1162
"76","289","Monroe St & Classon Ave",40.6845683,-73.95881081,7,436,242,13
"77","291","Madison St & Montgomery St",40.713126,-73.984844,12,778,707,157
"78","293","Lafayette St & E 8 St",40.7302066052995,-73.9910262823105,40,10816,4438,603
"79","295","Pike St & E Broadway",40.71406667,-73.99293911,10,1059,1153,252
"80","296","Division St & Bowery",40.71413089,-73.9970468,33,1898,2176,563
"81","297","E 15 St & 3 Ave",40.734232,-73.986923,44,5361,2617,479
"82","298","3 Ave & Schermerhorn St",40.68683208,-73.9796772,4,1241,687,80
"83","3002","South End Ave & Liberty St",40.711512,-74.015756,11,6705,5073,677
"84","301","E 2 St & Avenue B",40.72217444,-73.98368779,15,2613,1114,152
"85","3016","Kent Ave & N 7 St",40.7203677529846,-73.9616507291794,5,3611,1713,93
"86","302","Avenue D & E 3 St",40.72082834,-73.97793172,74,1194,969,319
"87","303","Mercer St & Spring St",40.72362738,-73.99949601,14,4527,2695,423
"88","304","Broadway & Battery Pl",40.70463334,-74.01361706,16,7421,6860,1403
"89","3040","Handlebar @ Gowanus",40.6698,-73.99498,0,6,0,0
"90","3041","Kingston Ave & Herkimer St",40.67890679,-73.94142771,6,683,191,63
"91","3042","Fulton St & Utica Ave",40.6794268,-73.9298911,4,682,499,65
"92","3043","Lewis Ave & Decatur St",40.6814598,-73.934903,1,347,165,62
"93","3044","Albany Ave & Fulton St",40.6800105,-73.938475,10,229,137,9
"94","3046","Marcus Garvey Blvd & Macon St",40.682601,-73.938037,0,407,205,4
"95","3047","Halsey St & Tompkins Ave",40.6823687,-73.944118,2,435,235,24
"96","3048","Putnam Ave & Nostrand Ave",40.68402,-73.94977,0,333,228,38
"97","3049","Cambridge Pl & Gates Ave",40.68488,-73.96304,3,515,199,103
"98","305","E 58 St & 3 Ave",40.76095756,-73.96724467,12,4318,4917,734
"99","3050","Putnam Ave & Throop Ave",40.6851532,-73.94111,0,421,273,7
"100","3052","Lewis Ave & Madison St",40.686312,-73.935775,0,524,197,3
"101","3053","Marcy Ave & Lafayette Ave",40.6900815,-73.947915,1,581,157,7
"102","3054","Greene Ave & Throop Ave",40.6894932,-73.942061,1,370,155,2
"103","3055","Greene Ave & Nostrand Ave",40.6883337,-73.950916,2,753,133,7
"104","3056","Kosciuszko St & Nostrand Ave",40.69072549,-73.95133465,10,779,255,6
"105","3057","Kosciuszko St & Tompkins Ave",40.69128258,-73.9452416,0,470,174,0
"106","3058","Lewis Ave & Kosciuszko St",40.69237074,-73.93705428,10,545,117,3
"107","3059","Pulaski St & Marcus Garvey Blvd",40.6933982,-73.939877,15,267,170,2
"108","3060","Willoughby Ave & Tompkins Ave",40.69425403,-73.94626915,3,451,142,4
"109","3061","Throop Ave & Myrtle Ave",40.69622937,-73.94371094,3,326,149,4
"110","3062","Myrtle Ave & Marcy Ave",40.69539817,-73.94954908,8,1050,412,56
"111","3063","Nostrand Ave & Myrtle Ave",40.69527008,-73.95238108,8,331,184,8
"112","3064","Myrtle Ave & Lewis Ave",40.69681963,-73.93756926,8,1592,599,17
"113","3065","Union Ave & Wallabout St",40.70029511,-73.95032283,38,612,245,42
"114","3066","Tompkins Ave & Hopkins St",40.69957608,-73.94708417,3,933,244,10
"115","3067","Broadway & Whipple St",40.7016657,-73.9437303,4,903,318,28
"116","3068","Humboldt St & Varet St",40.7031724,-73.940636,10,421,197,3
"117","3069","Lorimer St & Broadway",40.70411791,-73.94818595,4,938,319,21
"118","307","Canal St & Rutgers St",40.71427487,-73.98990025,30,2922,2516,517
"119","3070","McKibbin St & Manhattan Ave",40.70510918,-73.94407279,1,321,145,3
"120","3071","Boerum St & Broadway",40.70538077,-73.94976519,4,693,287,38
"121","3072","Leonard St & Boerum St",40.70583339,-73.94644578,1,436,121,1
"122","3074","Montrose Ave & Bushwick Ave",40.70767788,-73.94016171,11,1128,400,19
"123","3075","Division Ave & Marcy Ave",40.70708701,-73.95796783,0,439,171,20
"124","3076","Scholes St & Manhattan Ave",40.70870368,-73.9448625,1,949,335,11
"125","3077","Stagg St & Union Ave",40.70877084,-73.95095259,1,864,267,9
"126","3078","Broadway & Roebling St",40.7092482627616,-73.9606314897537,8,3065,1128,60
"127","308","St James Pl & Oliver St",40.71307916,-73.99851193,22,1212,1050,323
"128","3080","S 4 St & Rodney St",40.70934,-73.95608,0,1416,370,11
"129","3081","Graham Ave & Grand St",40.711863,-73.944024,6,927,428,20
"130","3082","Hope St & Union Ave",40.71167351,-73.95141312,4,1381,446,40
"131","3083","Bushwick Ave & Powers St",40.71247661,-73.94100005,1,604,217,6
"132","3085","Roebling St & N 4 St",40.71469,-73.95739,1,1391,436,11
"133","3086","Graham Ave & Conselyea St",40.715143,-73.944507,3,3410,930,89
"134","3087","Metropolitan Ave & Meeker Ave",40.71413311,-73.95234386,7,1713,690,27
"135","3088","Union Ave & Jackson St",40.7160751,-73.952029,1,604,171,5
"136","309","Murray St & West St",40.7149787,-74.013012,12,5529,2879,328
"137","3092","Berry St & N 8 St",40.7190095,-73.95852515,33,3627,1491,59
"138","3093","N 6 St & Bedford Ave",40.71745169,-73.95850939,3,5241,1923,117
"139","3094","Graham Ave & Withers St",40.7169811,-73.94485918,0,892,261,9
"140","3095","Graham Ave & Herbert St",40.71929301,-73.94500379,0,581,142,4
"141","3096","Union Ave & N 12 St",40.71924,-73.95242,1,1895,835,35
"142","310","State St & Smith St",40.68926942,-73.98912867,1,1581,1270,226
"143","3100","Nassau Ave & Newell St",40.7248125644002,-73.947526216507,0,1114,473,88
"144","3101","N 12 St & Bedford Ave",40.72079821,-73.95484712,5,2060,860,25
"145","3102","Driggs Ave & Lorimer St",40.72179134,-73.9504154,0,1153,427,34
"146","3105","N 15 St & Wythe Ave",40.724055,-73.955736,0,571,328,10
"147","3106","Driggs Ave & N Henry St",40.72325,-73.94308,1,738,396,16
"148","3107","Bedford Ave & Nassau Ave",40.72311651,-73.95212324,0,2272,902,43
"149","3108","Nassau Ave & Russell St",40.72557,-73.94434,0,1235,780,119
"150","3109","Banker St & Meserole Ave",40.72606,-73.95621,3,1398,597,32
"151","311","Norfolk St & Broome St",40.7172274,-73.98802084,17,2607,1569,503
"152","3110","Meserole Ave & Manhattan Ave",40.72708584,-73.95299117,2,1758,851,82
"153","3112","Milton St & Franklin St",40.72906,-73.95779,7,3011,1040,26
"154","3113","Greenpoint Ave & Manhattan Ave",40.73026,-73.95394,2,1570,725,32
"155","3115","India St & Manhattan Ave",40.73232194,-73.9550858,1,1290,395,14
"156","3116","Huron St & Franklin St",40.73266,-73.95826,0,1266,617,15
"157","3117","Franklin St & Dupont St",40.73564,-73.95866,0,814,464,17
"158","3118","McGuinness Blvd & Eagle St",40.73555,-73.95284,0,1540,599,34
"159","3119","Vernon Blvd & 50 Ave",40.74232744,-73.95411749,1,5099,2083,134
"160","312","Allen St & Stanton St",40.722055,-73.989111,14,5000,2483,366
"161","3121","Jackson Ave & 46 Rd",40.74524768,-73.94733276,3,449,158,25
"162","3122","48 Ave & 5 St",40.7443632870669,-73.9558732509613,1,203,213,16
"163","3123","31 St & Thomson Ave",40.74469738,-73.93540375,4,688,499,59
"164","3124","46 Ave & 5 St",40.74731,-73.95451,1,1260,717,68
"165","3125","45 Rd & 11 St",40.74708586,-73.94977234,1,1473,417,274
"166","3126","44 Dr & Jackson Ave",40.74718234,-73.9432635,2,1732,1002,100
"167","3127","9 St & 44 Rd",40.74966,-73.9521,0,665,405,49
"168","3128","21 St & 43 Ave",40.75052534,-73.94594845,0,801,226,123
"169","3129","Queens Plaza North & Crescent St",40.75110165,-73.94073717,3,2594,1277,156
"170","313","Washington Ave & Park Ave",40.69610226,-73.96751037,5,1783,796,157
"171","3130","21 St & Queens Plaza North",40.75325964,-73.94335788,2,1848,464,21
"172","3131","E 68 St & 3 Ave",40.7671284034954,-73.9622461795807,33,880,790,262
"173","3132","E 59 St & Madison Ave",40.76350532,-73.97109243,4,2953,2965,687
"174","3134","3 Ave & E 62 St",40.76312584,-73.96526895,10,2170,2191,248
"175","3135","E 75 St & 3 Ave",40.77112927,-73.95772297,4,892,966,240
"176","3136","5 Ave & E 63 St",40.766368,-73.971518,10,1299,1485,312
"177","3137","5 Ave & E 73 St",40.77282817,-73.96685276,28,1978,3066,429
"178","3139","E 72 St & Park Ave",40.7711828754066,-73.9640942215919,4,1307,996,329
"179","314","Cadman Plaza West & Montague St",40.69383,-73.990539,10,2474,2161,381
"180","3140","1 Ave & E 78 St",40.77140426,-73.9535166,76,2383,1671,276
"181","3141","1 Ave & E 68 St",40.76500525,-73.95818491,18,8807,6482,1080
"182","3142","1 Ave & E 62 St",40.7612274,-73.96094022,17,3062,1992,541
"183","3143","5 Ave & E 78 St",40.7763214218227,-73.9642739295959,11,1234,1762,375
"184","3144","E 81 St & Park Ave",40.77677702,-73.9590097,2,134,165,39
"185","3145","E 84 St & Park Ave",40.77862688,-73.95772073,2,669,805,280
"186","3146","E 81 St & 3 Ave",40.77573034,-73.9567526,6,1058,594,201
"187","3148","E 84 St & 1 Ave",40.77565541,-73.95068615,2,967,636,223
"188","315","South St & Gouverneur Ln",40.70355377,-74.00670227,27,4950,4610,711
"189","3150","E 85 St & York Ave",40.77536905,-73.94803392,2,485,410,226
"190","3151","E 81 St & York Ave",40.7728384,-73.94989233,5,1283,637,108
"191","3152","3 Ave & E 71 St",40.76873687,-73.96119945,1,478,394,88
"192","3154","E 77 St & 3 Ave",40.77314236,-73.95856158,3,2031,800,114
"193","3155","Lexington Ave & E 63 St",40.76440023,-73.96648977,0,1452,1979,530
"194","3156","E 72 St & York Ave",40.76663814,-73.95348296,5,4016,2708,848
"195","3157","East End Ave & E 86 St",40.77518615,-73.94446054,2,421,373,74
"196","3158","W 63 St & Broadway",40.77163851,-73.98261428,22,1789,2589,758
"197","3159","W 67 St & Broadway",40.77492513,-73.98266566,16,1695,1899,456
"198","316","Fulton St & William St",40.70955958,-74.00653609,5,3220,1513,407
"199","3160","Central Park West & W 76 St",40.77896784,-73.97374737,10,784,1032,240
"200","3161","W 76 St & Columbus Ave",40.7801839724239,-73.9772853255272,6,902,979,261
"201","3162","W 78 St & Broadway",40.78339981,-73.98093133,6,533,1046,197
"202","3163","Central Park West & W 68 St",40.7734066,-73.97782542,42,1655,2592,524
"203","3164","Columbus Ave & W 72 St",40.7770575,-73.97898475,16,2338,2312,707
"204","3165","Central Park West & W 72 St",40.7757937668367,-73.9762057363987,24,1351,2152,437
"205","3166","Riverside Dr & W 72 St",40.7805779901033,-73.9856243133545,10,748,974,257
"206","3167","Amsterdam Ave & W 73 St",40.7796680900731,-73.9809304475784,7,2393,1657,456
"207","3168","Central Park West & W 85 St",40.78472675,-73.96961715,23,1081,1317,276
"208","3169","Riverside Dr & W 82 St",40.78720869,-73.98128127,9,575,814,98
"209","317","E 6 St & Avenue B",40.72453734,-73.98185424,1,2276,1397,144
"210","3170","W 84 St & Columbus Ave",40.78499979,-73.97283406,21,876,1111,331
"211","3171","Amsterdam Ave & W 82 St",40.78524672,-73.97667321,7,1066,996,167
"212","3172","W 74 St & Columbus Ave",40.7785669,-73.97754961,5,742,449,193
"213","3173","Riverside Blvd & W 67 St",40.777507027548,-73.9888858795166,4,783,791,143
"214","3175","W 70 St & Amsterdam Ave",40.77748046,-73.98288594,3,1507,1049,306
"215","3177","W 84 St & Broadway",40.7867947,-73.977112,3,499,741,333
"216","3178","Riverside Dr & W 78 St",40.78414472,-73.98362492,14,382,474,94
"217","3179","Park Ave & Marcus Garvey Blvd",40.698617,-73.941342,10,905,234,0
"218","3182","Yankee Ferry Terminal",40.68693,-74.01697,1,21,52,3
"219","3183","Exchange Place",40.71625,-74.03346,0,0,1,0
"220","319","Fulton St & Broadway",40.711066,-74.009447,18,5248,3334,409
"221","320","Leonard St & Church St",40.717571,-74.005549,4,3005,1453,264
"222","3206","Hilltop",40.73117,-74.05757,0,0,1,0
"223","3209","Brunswick St",40.72418,-74.05066,0,1,0,0
"224","321","Cadman Plaza E & Red Cross Pl",40.69991755,-73.98971773,11,2410,1820,256
"225","3210","Pershing Field",40.74268,-74.05179,0,0,2,0
"226","3213","Van Vorst Park",40.71849,-74.04773,0,0,1,0
"227","3221","47 Ave & 31 St",40.743,-73.93561,1,790,349,49
"228","3223","E 55 St & 3 Ave",40.7589965596051,-73.9686539769173,0,1991,1888,337
"229","3226","W 82 St & Central Park West",40.78275,-73.97137,15,623,606,247
"230","323","Lawrence St & Willoughby St",40.69236178,-73.98631746,61,3491,1980,106
"231","3231","E 67 St & Park Ave",40.7678008014813,-73.9659208059311,33,676,824,250
"232","3232","Bond St & Fulton St",40.6896218879033,-73.9830426871777,21,3213,1890,108
"233","3233","E 48 St & 5 Ave",40.7572456791173,-73.978059142828,12,9220,7758,1073
"234","3235","E 41 St & Madison Ave",40.752165280622,-73.9799219369888,5,6233,4206,540
"235","3236","W 42 St & Dyer Ave",40.7589848139963,-73.9937996864319,3,1214,1325,253
"236","324","DeKalb Ave & Hudson Ave",40.689888,-73.981013,36,4478,2609,296
"237","3241","Monroe St & Tompkins Ave",40.686203,-73.944694,1,406,170,7
"238","3242","Schermerhorn St & Court St",40.6910292567797,-73.991833627224,1,1361,1631,274
"239","3243","E 58 St & 1 Ave (NE Corner)",40.7589238637769,-73.9622622728348,0,497,580,79
"240","3244","University Pl & E 8 St",40.7314372408523,-73.9949034154415,39,2929,1607,358
"241","3245","NYCBS DEPOT - DELANCEY",40.7164442313448,-73.9823305606842,0,23,19,0
"242","3249","Verona Pl & Fulton St",40.6803560840434,-73.9476791024208,3,1071,541,77
"243","325","E 19 St & 3 Ave",40.73624527,-73.98473765,19,3040,1625,303
"244","3254","Soissons Landing",40.69232,-74.01487,0,23,42,3
"245","3255","8 Ave & W 31 St",40.7505853470215,-73.9946848154068,11,7688,4440,872
"246","3256","Pier 40 - Hudson River Park",40.7277140777778,-74.011295735836,35,3780,3466,574
"247","3258","W 27 St & 10 Ave",40.7501815632568,-74.0021842718124,2,2686,1348,258
"248","3259","9 Ave & W 28 St",40.7493702419328,-73.9992338418961,5,1842,1653,453
"249","326","E 11 St & 1 Ave",40.72953837,-73.98426726,47,3119,1241,221
"250","3260","Mercer St & Bleecker St",40.7270636334831,-73.9966213703155,37,5684,2926,611
"251","3263","Cooper Square & Astor Pl",40.7295149622495,-73.990752696991,74,11490,3209,597
"252","327","Vesey Pl & River Terrace",40.7153379,-74.01658354,29,8393,5242,729
"253","3276","Marin Light Rail",40.71458,-74.04282,0,0,1,0
"254","328","Watts St & Greenwich St",40.72405549,-74.00965965,1,4618,2086,356
"255","3282","5 Ave & E 88 St",40.78307,-73.95939,39,1464,2530,344
"256","3283","W 89 St & Columbus Ave",40.7882213,-73.97041561,7,1078,927,219
"257","3284","E 88 St & Park Ave",40.78141070019,-73.9559590816498,119,487,768,118
"258","3285","W 87 St & Amsterdam Ave",40.78839,-73.9747,6,584,752,106
"259","3286","E 89 St & 3 Ave",40.7806284,-73.9521667,13,927,681,82
"260","3287","W 87 St & West End Ave",40.78962,-73.97757,0,206,135,32
"261","3288","E 88 St & 1 Ave",40.778301,-73.9488134,10,899,517,57
"262","3289","W 90 St & Amsterdam Ave",40.7901794809508,-73.9728891849518,2,398,489,63
"263","3290","E 89 St & York Ave",40.7779453,-73.946041,21,724,773,177
"264","3292","5 Ave & E 93 St",40.7857851,-73.957481,7,702,845,103
"265","3293","W 92 St & Broadway",40.7921,-73.9739,5,784,1096,266
"266","3294","E 91 St & Park Ave",40.7835016,-73.955327,18,912,780,199
"267","3295","Central Park W & W 96 St",40.79127,-73.964839,24,1292,1877,345
"268","3296","E 93 St & 2 Ave",40.7824541752799,-73.9489196240902,21,1206,705,108
"269","3297","6 St & 7 Ave",40.6686627,-73.97988067,6,752,376,54
"270","3298","Warren St & Court St",40.686371,-73.99383324,19,711,454,89
"271","3299","E 98 St & Park Ave",40.78813,-73.95206,0,547,399,29
"272","330","Reade St & Broadway",40.71450451,-74.00562789,27,2244,1902,850
"273","3300","Prospect Park West & 8 St",40.6651468153379,-73.9763760566711,27,426,649,47
"274","3301","Columbus Ave & W 95 St",40.7919557,-73.968087,9,966,1197,400
"275","3302","Columbus Ave & W 103 St",40.7969347,-73.9643412291,1,166,149,17
