"","stationId","stationName","latitude","longitude","under20","under40","under60","under80"
"558","3607","31 Ave & 14 St",40.7682,-73.9322662,2,147,186,0
"559","3608","5 St & 51 Ave",40.7423737,-73.9566,0,586,300,35
"560","3609","Vernon Blvd & 31 Ave",40.7692475,-73.9354504,11,339,175,11
"561","361","Allen St & Hester St",40.71605866,-73.99190759,85,2704,1920,195
"562","3610","Vernon Blvd & 30 Rd",40.770845,-73.934171,4,841,406,83
"563","3611","Vernon Blvd & 47 Rd",40.7449067,-73.9534573,0,850,580,33
"564","3612","30 Ave & 21 St",40.7703743,-73.9286078,3,229,195,4
"565","3613","Center Blvd & 48 Ave",40.745038,-73.957539,1,247,207,40
"566","3614","Crescent St & 30 Ave",40.768692,-73.9249574,3,414,203,10
"567","3615","44 Dr & 21 St",40.748,-73.9460927,0,1475,674,113
"568","3616","Steinway St & 28 Ave",40.7656251,-73.9136695,2,643,145,23
"569","3617","28 Ave & 35 St",40.7671,-73.9169858,0,337,192,10
"570","3618","27 St & Hunter St",40.7485,-73.941275,0,637,390,9
"571","3619","Newtown Ave & 23 St",40.7713615,-73.9246145,1,298,142,5
"572","362","Broadway & W 37 St",40.75172632,-73.98753523,3,5318,2797,483
"573","3620","11 St & 43 Ave",40.7519071,-73.9479119,0,299,186,69
"574","3621","27 Ave & 9 St",40.7739825,-73.9309134,1,259,139,10
"575","3622","E 128 St & Madison Ave",40.80756,-73.939182,0,307,200,70
"576","3623","W 120 St & Claremont Ave",40.8109494,-73.9634,6,574,566,103
"577","3628","Lenox Ave & W 117 St",40.8025566,-73.9490782,6,1319,953,131
"578","3629","Adam Clayton Powell Blvd & W 126 St",40.8094953477795,-73.9477649331093,3,479,312,79
"579","363","West Thames St",40.70834698,-74.01713445,3,2340,1640,429
"580","3630","Frederick Douglass Blvd & W 115 St",40.8038654,-73.9559308,1,806,541,98
"581","3631","Crown St & Bedford Ave",40.666563,-73.956741,0,88,16,5
"582","3637","Fulton St & Waverly Ave",40.6832386546034,-73.9659959077835,14,1057,649,52
"583","364","Lafayette Ave & Classon Ave",40.68900443,-73.96023854,20,1551,564,61
"584","3641","Broadway & W 25 St",40.7428687731211,-73.9891862869263,16,7335,5590,845
"585","3646","35 Ave & 10 St",40.7631548191037,-73.9398550987244,0,214,113,2
"586","3647","48 Ave & 30 Pl",40.7412830935599,-73.9372587203979,0,382,389,6
"587","3648","Flushing Ave & Vanderbilt Ave",40.6979503156954,-73.970775604248,16,2180,1131,85
"588","3649","W 129 St & Convent Ave",40.8143944379158,-73.9532473683357,2,399,324,17
"589","365","Fulton St & Grand Ave",40.68223166,-73.9614583,0,313,168,6
"590","3654","31 St & Northern Blvd",40.7518695142187,-73.933492898941,0,515,178,110
"591","3656","E 2 St & Avenue A",40.7230774906867,-73.9858362078667,3,3700,1336,391
"592","3658","W 18 St & 9 Ave",40.7435337324616,-74.0036755800247,8,1799,1489,173
"593","366","Clinton Ave & Myrtle Ave",40.693261,-73.968896,11,613,555,73
"594","3660","W 16 St & 8 Ave",40.7410215090027,-74.001384973526,29,3196,1526,220
"595","3661","Montgomery St & Franklin Ave",40.6664393068708,-73.9605563879013,0,224,81,2
"596","3662","31 Ave & Steinway St",40.7612938972891,-73.916916847229,1,471,185,42
"597","3664","North Moore St & Greenwich St",40.7201952143746,-74.0103006362915,9,15604,10062,968
"598","3668","Leonard St & Nassau Ave",40.7239567849954,-73.9498436450958,0,2006,623,14
"599","3671","E 81 St & 2 Ave",40.7747794489573,-73.9542746543884,8,990,546,97
"600","3673","Dean St & Franklin Ave",40.6775920693738,-73.955637216568,0,1042,338,32
"601","3674","Jay St & York St",40.7014031725772,-73.9867267012596,5,8060,3563,246
"602","3675","3 Ave & E 95 St",40.7845967988489,-73.9496853947639,4,348,483,84
"603","3676","Van Brunt St & Van Dyke St",40.6758329439129,-74.0147262811661,0,572,335,86
"604","368","Carmine St & 6 Ave",40.73038599,-74.00214988,5,5837,2416,601
"605","3680","E 43 St & 5 Ave",40.7541208107793,-73.9802518486977,2,6188,3522,623
"606","3684","W 12 St & W 4 St",40.7375612118114,-74.0039826929569,2,241,199,54
"607","3686","Gansevoort St & Hudson St",40.739448201304,-74.0050703287125,7,5806,2807,293
"608","3687","E 33 St & 1 Ave",40.7432268143217,-73.9744978398085,5,6758,3584,895
"609","3689","W 104 St & Amsterdam Ave",40.799041392883,-73.9664947986603,4,469,481,38
"610","369","Washington Pl & 6 Ave",40.73224,-74.00026,11,1550,816,284
"611","3690","Park Pl & Church St",40.7133418427591,-74.0093551576138,8,2236,1599,302
"612","3691","28 Ave & 44 St",40.7640893235069,-73.9106512069702,1,423,114,5
"613","3692","5 St & Market St",40.6999974843885,-73.9744012802839,0,1304,280,46
"614","3693","N 11 St & Kent Ave",40.7224818863822,-73.9592193067074,0,1154,617,9
"615","3697","W 64 St & Thelonious Monk Circle",40.7751595343424,-73.9891869574785,52,1236,1253,332
"616","3699","W 50 St & 9 Ave",40.7636046779586,-73.9891795814037,4,1209,812,61
"617","3701","Cliff St & Fulton St",40.708317943664,-74.0050408244133,0,1102,642,213
"618","3704","47 Ave & Skillman Ave",40.7437524099784,-73.941764831543,0,495,87,7
"619","3707","Lexington Ave & E 26 St",40.741459,-73.983293,9,5843,3306,518
"620","3708","W 13 St & 5 Ave",40.735445,-73.99431,44,5331,2489,596
"621","3709","W 15 St & 6 Ave",40.7380461424828,-73.996429592371,8,1798,1089,219
"622","3711","E 13 St & Avenue A",40.7296672939298,-73.9806796610355,20,3475,1375,561
"623","3712","W 35 St & Dyer Ave",40.754691750226,-73.9974018931389,14,2589,1757,284
"624","3714","Division Av & Hooper St",40.7068420310133,-73.9544353965357,2,708,210,16
"625","3715","Driggs Ave & N 9 St",40.7181696945421,-73.9552013576031,8,4145,1648,89
"626","3716","40 Ave & Crescent St",40.7535992020056,-73.9379560947418,0,112,101,10
"627","3718","E 11 St & Avenue B",40.7274642069239,-73.9795041829348,77,1926,803,214
"628","372","Franklin Ave & Myrtle Ave",40.694546087246,-73.9580136537552,5,500,319,6
"629","3720","Wyckoff St & Bond St",40.6846165389795,-73.9872128516436,4,67,117,17
"630","3721","31 St & Newtown Ave",40.7675487799971,-73.9209334552288,2,3191,1031,75
"631","3723","Cadman Plaza E & Johnson St",40.695317277669,-73.9901572465897,9,811,846,164
"632","3724","7 Ave & Central Park South",40.7667405590595,-73.9790689945221,31,3628,3854,649
"633","3725","2 Ave & E 72 St",40.7687620293096,-73.9584079384804,14,2306,1484,250
"634","3726","Center Blvd & 51 Ave",40.7433660802702,-73.95960688591,1,629,424,22
"635","3727","Frost St & Meeker Ave",40.7176619708399,-73.948800265789,0,333,93,51
"636","3728","Pierrepont St & Monroe Pl",40.6953569332022,-73.9934402704239,10,443,609,251
"637","373","Willoughby Ave & Walworth St",40.69331716,-73.95381995,16,298,242,39
"638","3733","Avenue C & E 18 St",40.730563,-73.973984,9,1427,1068,240
"639","3734","E 58 St &  1 Ave (NW Corner)",40.759125,-73.962658,12,1289,991,179
"640","3737","Stanton St & Norfolk St",40.720747,-73.986274,14,1789,850,112
"641","3745","36 Ave & 31 St",40.7565127298495,-73.9295748621225,1,714,149,16
"642","3746","6 Ave & Broome St",40.7243083216022,-74.0047303587198,7,5098,3498,394
"643","3747","E 84 St & 3 Ave",40.7775537429889,-73.9551275968552,6,1808,1275,185
"644","3749","Lexington Ave & E 36 St",40.7475739589548,-73.9788007736206,2,1452,858,178
"645","3755","DeKalb Ave & Franklin Ave",40.69065,-73.95746,1,549,208,17
"646","3756","White St & Moore St",40.70451,-73.9351,2,284,201,31
"647","3757","Stagg St & Morgan Ave",40.71068,-73.93372,0,321,166,12
"648","3758","George St & Wilson Ave",40.703,-73.92997,0,229,84,0
"649","3759","Irving Ave & Jefferson St",40.70538,-73.92535,2,261,91,6
"650","376","John St & William St",40.70862144,-74.00722156,4,2263,1526,327
"651","3760","Willoughby Ave & Wyckoff Ave",40.70561,-73.92153,0,422,104,2
"652","3761","Cedar St & Myrtle Ave",40.69784,-73.92624,7,472,173,5
"653","3762","3 Ave & Carroll St",40.67703,-73.9865,0,404,356,33
"654","3763","Wyckoff Av & Jefferson St",40.70717,-73.92371,1,733,239,9
"655","3764","Bushwick Ave & McKibbin St",40.70552,-73.93936,6,213,71,2
"656","3765","Bushwick Ave & Stagg St",40.7099,-73.94008,2,131,80,1
"657","3766","Sharon St & Olive St",40.71535,-73.93856,4,363,175,2
"658","3767","Powers St & Olive St",40.71323,-73.93894,0,348,52,0
"659","3768","Waterbury St & Stagg St",40.71019,-73.93734,0,251,124,15
"660","3769","White St & Johnson Ave",40.70717,-73.93581,0,110,44,0
"661","377","6 Ave & Canal St",40.72243797,-74.00566443,15,11627,5516,389
"662","3770","Central Ave & Flushing Ave",40.70283,-73.9333,0,282,106,2
"663","3771","McKibbin St & Bogart St",40.70624,-73.93387,2,677,206,8
"664","3772","Devoe St & Morgan Ave",40.71381,-73.93515,0,246,93,15
"665","3773","Knickerbocker Ave & Thames St",40.70539,-73.92976,1,164,94,5
"666","3774","Knickerbocker Ave & George St",40.70443,-73.92836,0,238,81,3
"667","3775","Suydam St & Knickerbocker Ave",40.70201,-73.92377,2,314,98,5
"668","3776","Central Ave & Starr Street",40.7,-73.92834,3,329,114,5
"669","3777","Stockholm St & Wilson Ave",40.6993,-73.92304,0,179,54,2
"670","3778","Irving Ave & DeKalb Ave",40.7027,-73.92095,0,236,56,14
"671","3779","Hart St & Wyckoff Ave",40.70488,-73.91991,1,243,70,3
"672","3781","Greene Av & Myrtle Av",40.69857,-73.91888,4,392,198,1
"673","3782","Brooklyn Bridge Park - Pier 2",40.69846,-73.99718,4,239,331,60
"674","3783","Cliff St & Fulton St",40.70838,-74.00495,1,2040,1119,455
"675","3787","Dock 72 Way & Market St",40.69985,-73.97141,6,1156,468,69
"676","3788","E 12 St & 4 Av",40.73269,-73.98974,13,2564,1068,245
"677","3789","Fulton St & Irving Pl",40.68186,-73.95943,1,261,129,5
"678","379","W 31 St & 7 Ave",40.749156,-73.9916,4,7192,4815,1173
"679","3790","Henry St & Middagh St",40.7003,-73.99158,9,736,636,83
"680","3793","Stuyvesant Walk & 1 Av Loop",40.73234,-73.97898,1,42,50,3
"681","3795","10 St & 2 Ave",40.67191,-73.99361,0,130,90,22
"682","3798","W 40 St & 5 Ave",40.75227,-73.98208,2,1653,1111,65
"683","3799","6 Ave & W 34 St",40.74964,-73.98805,4,895,423,39
"684","380","W 4 St & 7 Ave S",40.73401143,-74.00293877,9,2582,1763,249
"685","3803","Bedford Ave & Montgomery St",40.66582,-73.95693,1,66,11,0
"686","3804","Front St & Jay St",40.70246,-73.98684,1,573,387,7
"687","3805","E 80 St & Park Ave",40.77617,-73.95976,0,52,58,9
"688","3809","W 55 St & 6 Ave",40.7632,-73.97846,3,863,803,131
"689","3810","Central Park West & W 82 St",40.78259,-73.97121,8,222,212,71
"690","3811","27 Ave & 3 St",40.77485,-73.9342,1,20,6,0
"691","3812","University Pl & E 14 St",40.73481,-73.99209,4,561,280,78
"692","3816","Metropolitan Ave & Vandervoort Ave",40.71429,-73.93323,0,7,3,0
"693","3817","Withers St & Kingsland Ave",40.71773,-73.94051,0,3,1,0
"694","3818","Calyer St & Jewel St",40.72984,-73.94839,0,2,1,0
"695","3819","Green St & McGuinness Blvd",40.73396,-73.95204,0,4,2,0
"696","382","University Pl & E 14 St",40.73492695,-73.99200509,25,4666,2366,675
"697","3820","Willoughby Ave & Myrtle Ave",40.69757,-73.93098,0,6,12,0
"698","3821","Evergreen Ave & Noll St",40.70106,-73.93318,0,4,4,0
"699","3822","Bushwick Ave & Forrest St",40.70076,-73.93641,0,5,2,0
"700","3823","Beaver St & Fayette St",40.70099,-73.93921,0,14,7,0
"701","383","Greenwich Ave & Charles St",40.735238,-74.000271,2,2213,1622,300
"702","3842","Bushwick Ave & Dekalb Ave",40.69502,-73.92825,0,15,2,0
"703","385","E 55 St & 2 Ave",40.75797322,-73.96603308,5,2303,1327,187
"704","3853","Harrison Pl & Porter Ave",40.70686,-73.92851,0,7,3,0
"705","3854","Morgan Ave & Maspeth Ave",40.71666,-73.93637,0,3,7,1
"706","3858","Kent St & McGuinness Blvd",40.73124,-73.95161,0,1,1,0
"707","386","Centre St & Worth St",40.71494807,-74.00234482,9,2129,2076,758
"708","387","Centre St & Chambers St",40.71273266,-74.0046073,28,4003,3846,773
"709","388","W 26 St & 10 Ave",40.749717753,-74.002950346,93,9040,4362,613
"710","389","Broadway & Berry St",40.71044554,-73.96525063,0,1910,826,81
"711","390","Duffield St & Willoughby St",40.69221589,-73.9842844,10,2373,1972,63
"712","391","Clark St & Henry St",40.69760127,-73.99344559,15,1625,2030,396
"713","392","Jay St & Tech Pl",40.695065,-73.987167,27,1995,1761,174
"714","393","E 5 St & Avenue C",40.72299208,-73.97995466,3,1015,501,153
"715","394","E 9 St & Avenue C",40.72521311,-73.97768752,22,1882,1031,249
"716","396","Lefferts Pl & Franklin Ave",40.680342423,-73.9557689392,1,833,446,6
"717","397","Fulton St & Clermont Ave",40.68415748,-73.96922273,0,360,157,8
"718","398","Atlantic Ave & Furman St",40.69165183,-73.9999786,12,1345,1332,144
"719","399","Lafayette Ave & St James Pl",40.68851534,-73.9647628,13,913,1044,39
"720","400","Pitt St & Stanton St",40.71926081,-73.98178024,29,282,375,129
"721","401","Allen St & Rivington St",40.72019576,-73.98997825,9,2763,1637,316
"722","402","Broadway & E 22 St",40.7403432,-73.98955109,19,17226,9496,1266
"723","403","E 2 St & 2 Ave",40.72502876,-73.99069656,6,3715,1880,357
"724","405","Washington St & Gansevoort St",40.739323,-74.008119,12,4937,3199,368
"725","406","Hicks St & Montague St",40.69512845,-73.99595065,14,827,1029,283
"726","407","Henry St & Poplar St",40.700469,-73.991454,0,197,163,16
"727","408","Market St & Cherry St",40.71076228,-73.99400398,22,634,556,120
"728","410","Suffolk St & Stanton St",40.72066442,-73.98517977,27,1792,766,144
"729","411","E 6 St & Avenue D",40.72228087,-73.97668709,11,1542,848,315
"730","412","Forsyth St & Canal St",40.7158155,-73.99422366,42,2414,1958,591
"731","414","Pearl St & Anchorage Pl",40.70281858,-73.98765762,0,1047,643,40
"732","415","Pearl St & Hanover Square",40.7047177,-74.00926027,54,3434,2272,373
"733","416","Cumberland St & Lafayette Ave",40.68753406,-73.97265183,12,752,637,31
"734","417","Barclay St & Church St",40.71291224,-74.01020234,11,4927,3828,503
"735","418","Front St & Gold St",40.70224,-73.982578,7,2088,1035,90
"736","419","Carlton Ave & Park Ave",40.69580705,-73.97355569,12,1149,740,54
"737","420","Clermont Ave & Lafayette Ave",40.68764484,-73.96968902,28,397,433,24
"738","421","Clermont Ave & Park Ave",40.69573398,-73.97129668,9,876,458,11
"739","422","W 59 St & 10 Ave",40.770513,-73.988038,16,2474,1590,387
"740","423","W 54 St & 9 Ave",40.76584941,-73.98690506,3,1419,1133,215
"741","426","West St & Chambers St",40.71754834,-74.01322069,209,14753,7894,843
"742","427","Bus Slip & State St",40.701907,-74.013942,26,2576,2750,669
"743","432","E 7 St & Avenue A",40.72621788,-73.98379855,3,3523,1897,361
"744","434","9 Ave & W 18 St",40.74317,-74.00366,9,3469,2094,203
"745","435","W 21 St & 6 Ave",40.74173969,-73.99415556,16,9404,5458,1290
"746","436","Hancock St & Bedford Ave",40.68216564,-73.95399026,6,431,255,5
"747","437","Macon St & Nostrand Ave",40.6809833854,-73.9500479759,5,2703,1249,188
"748","438","St Marks Pl & 1 Ave",40.72779126,-73.98564945,3,2806,2201,325
"749","439","E 4 St & 2 Ave",40.7262807,-73.98978041,7,3402,1536,202
"750","440","E 45 St & 3 Ave",40.75255434,-73.97282625,0,4669,3142,625
"751","441","E 52 St & 2 Ave",40.756014,-73.967416,20,2131,1079,230
"752","442","W 27 St & 7 Ave",40.746647,-73.993915,43,6861,4640,1037
"753","443","Bedford Ave & S 9 St",40.70853074,-73.96408963,3,386,178,15
"754","445","E 10 St & Avenue A",40.72740794,-73.98142006,52,2713,1170,275
"755","446","W 24 St & 7 Ave",40.74487634,-73.99529885,5,4854,3520,522
"756","447","8 Ave & W 52 St",40.76370739,-73.9851615,6,2907,3356,721
"757","448","W 37 St & 10 Ave",40.75660359,-73.9979009,3,3407,1787,445
"758","450","W 49 St & 8 Ave",40.76227205,-73.98788205,6,4098,4168,805
"759","453","W 22 St & 8 Ave",40.74475148,-73.99915362,20,2874,2146,638
"760","454","E 51 St & 1 Ave",40.75455731,-73.96592976,14,2600,1557,383
"761","455","1 Ave & E 44 St",40.75001986,-73.96905301,6,3540,5269,784
"762","456","E 53 St & Madison Ave",40.7597108,-73.97402311,4,4480,4199,567
"763","458","11 Ave & W 27 St",40.751396,-74.005226,10,7481,4485,461
"764","459","W 20 St & 11 Ave",40.746745,-74.007756,25,9520,5587,1100
"765","460","S 4 St & Wythe Ave",40.71285887,-73.96590294,6,3311,980,57
"766","461","E 20 St & 2 Ave",40.73587678,-73.98205027,7,4300,2484,684
"767","462","W 22 St & 10 Ave",40.74691959,-74.00451887,11,4461,3436,766
"768","464","E 56 St & 3 Ave",40.75935,-73.9676,1,939,821,128
"769","465","Broadway & W 41 St",40.75513557,-73.98658032,17,10539,6722,728
"770","466","W 25 St & 6 Ave",40.74395411,-73.99144871,4,8057,3386,869
"771","467","Dean St & 4 Ave",40.68312489,-73.97895137,17,2835,1913,366
"772","468","Broadway & W 56 St",40.7652654,-73.98192338,3,5169,5722,1090
"773","469","Broadway & W 53 St",40.76344058,-73.98268129,4,4524,5368,1219
"774","470","W 20 St & 8 Ave",40.74345335,-74.00004031,17,2196,2182,418
"775","471","Grand St & Havemeyer St",40.71286844,-73.95698119,0,1927,366,6
"776","472","E 32 St & Park Ave",40.7457121,-73.98194829,7,8619,4936,1307
"777","473","Rivington St & Chrystie St",40.72110063,-73.9919254,5,2050,1392,141
"778","474","5 Ave & E 29 St",40.7451677,-73.98683077,4,6936,4408,751
"779","476","E 31 St & 3 Ave",40.74394314,-73.97966069,5,2696,1508,574
"780","477","W 41 St & 8 Ave",40.75640548,-73.9900262,15,4122,4232,679
"781","478","11 Ave & W 41 St",40.76030096,-73.99884222,12,2920,2678,248
"782","479","9 Ave & W 45 St",40.76019252,-73.9912551,29,2753,2697,649
"783","480","W 53 St & 10 Ave",40.76669671,-73.99061728,1,2255,1674,252
"784","481","S 3 St & Bedford Ave",40.71260486,-73.96264403,0,2283,671,29
"785","482","W 15 St & 7 Ave",40.73935542,-73.99931783,7,4411,3232,747
"786","483","E 12 St & 3 Ave",40.73223272,-73.98889957,26,3791,1458,240
"787","484","W 44 St & 5 Ave",40.75500254,-73.98014437,4,6193,5189,1262
"788","485","W 37 St & 5 Ave",40.75038009,-73.98338988,1,4234,2788,554
"789","486","Broadway & W 29 St",40.7462009,-73.98855723,12,7204,4842,883
"790","487","E 20 St & FDR Drive",40.73314259,-73.97573881,12,1914,1916,765
"791","489","10 Ave & W 28 St",40.75066,-74.00177,6,4153,1742,340
"792","490","8 Ave & W 33 St",40.751551,-73.993934,15,7176,6196,1077
"793","491","E 24 St & Park Ave S",40.74096374,-73.98602213,12,14485,8450,1069
"794","492","W 33 St & 7 Ave",40.75019995,-73.99093085,24,5317,4027,791
"795","493","W 45 St & 6 Ave",40.7568,-73.98291,6,4293,3771,531
"796","494","W 26 St & 8 Ave",40.74734825,-73.99723551,6,3715,3151,731
"797","495","W 47 St & 10 Ave",40.76269882,-73.99301222,0,2222,2074,363
"798","496","E 16 St & 5 Ave",40.73726186,-73.99238967,34,7090,3132,635
"799","497","E 17 St & Broadway",40.73704984,-73.99009296,46,11471,6380,1407
"800","498","Broadway & W 32 St",40.74854862,-73.98808416,0,716,467,87
"801","499","Broadway & W 60 St",40.76915505,-73.98191841,29,4877,5131,834
"802","500","Broadway & W 51 St",40.76228826,-73.98336183,5,5350,5329,736
"803","501","FDR Drive & E 35 St",40.744219,-73.97121214,10,3150,1765,466
"804","502","Henry St & Grand St",40.714215,-73.981346,29,1036,975,304
"805","503","E 20 St & Park Ave",40.73827428,-73.98751968,7,6047,3482,664
"806","504","1 Ave & E 16 St",40.73221853,-73.98165557,49,4985,2971,906
"807","505","6 Ave & W 33 St",40.74901271,-73.98848395,15,4938,3120,493
"808","507","E 25 St & 2 Ave",40.73912601,-73.97973776,27,4834,2013,415
"809","508","W 46 St & 11 Ave",40.76341379,-73.99667444,46,3461,3118,397
"810","509","9 Ave & W 22 St",40.7454973,-74.00197139,3,1055,1321,273
"811","513","W 56 St & 10 Ave",40.768254,-73.988639,7,2053,2381,497
"812","514","12 Ave & W 40 St",40.76087502,-74.00277668,31,3991,4629,1608
"813","515","W 43 St & 10 Ave",40.76009437,-73.99461843,32,1818,1508,441
"814","516","E 47 St & 1 Ave",40.75206862,-73.96784384,2,2218,2343,199
"815","517","Pershing Square South",40.751581,-73.97791,4,6569,5735,1051
"816","518","E 39 St & 2 Ave",40.74780373,-73.9734419,8,5306,3241,744
"817","519","Pershing Square North",40.751873,-73.977706,27,16821,9981,1840
"818","520","W 52 St & 5 Ave",40.75992262,-73.97648516,15,8868,8154,1032
"819","522","E 51 St & Lexington Ave",40.75714758,-73.97207836,12,4403,3631,544
"820","523","W 38 St & 8 Ave",40.75466591,-73.99138152,14,5956,4587,1108
"821","524","W 43 St & 6 Ave",40.75527307,-73.98316936,1,3041,2251,366
"822","525","W 34 St & 11 Ave",40.75594159,-74.0021163,12,7320,4559,688
"823","526","E 33 St & 5 Ave",40.74765947,-73.98490707,7,4659,3440,388
"824","528","2 Ave & E 31 St",40.74290902,-73.97706058,5,3285,2322,462
"825","529","W 42 St & 8 Ave",40.7575699,-73.99098507,6,3029,1954,304
"826","530","11 Ave & W 59 St",40.7714967105444,-73.9904603362083,21,3251,3183,716
"827","531","Forsyth St & Broome St",40.71893904,-73.99266288,27,2875,1984,744
"828","532","S 5 Pl & S 5 St",40.710451,-73.960876,15,2805,1265,100
"829","533","Broadway & W 38 St",40.75299641,-73.98721619,16,6919,3645,769
"830","534","Water - Whitehall Plaza",40.70255065,-74.0127234,10,3075,2545,224
"831","536","1 Ave & E 30 St",40.74144387,-73.97536082,2,5193,4215,1141
"832","539","Metropolitan Ave & Bedford Ave",40.71534825,-73.96024116,1,4716,1576,190
"833","540","Lexington Ave & E 29 St",40.7431155537649,-73.9821535348892,7,4018,1951,294
"834","545","E 23 St & 1 Ave",40.736502,-73.97809472,96,5432,3414,862
"835","546","E 30 St & Park Ave S",40.74444921,-73.98303529,5,5955,3510,613
"836","72","W 52 St & 11 Ave",40.76727216,-73.99392888,8,3160,2537,568
"837","79","Franklin St & W Broadway",40.71911552,-74.00666661,23,2760,1915,299
"838","82","St James Pl & Pearl St",40.71117416,-74.00016545,9,744,790,301
"839","83","Atlantic Ave & Fort Greene Pl",40.68382604,-73.97632328,4,1894,1381,156
"840","NULL","NULL",40.857,-73.902,1,30,2,0
